termID,termName,termDesc,unitName,dataType,productID,productName,tableName
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20163.001,"Periphyton, seston, and phytoplankton chemical properties",alg_fieldData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20206.001,"Stable isotope concentrations in surface waters",asi_externalLabH2OIsotopes_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20206.001,"Stable isotope concentrations in surface waters",asi_externalLabSummaryData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20206.001,"Stable isotope concentrations in surface waters",asi_POMExternalLabDataPerSample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20206.001,"Stable isotope concentrations in surface waters",asi_externalLabPOMSummaryData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20205.001,"H2O isotopes external lab data",asih2o_externalLabH2OIsotopes_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20205.001,"H2O isotopes external lab data",asih2o_externalLabQAQCDataH2O_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20205.001,"H2O isotopes external lab data",asih2o_externalLabSummaryData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20063.001,"Aquatic plant bryophyte chemical properties",apl_clipHarvest_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20063.001,"Aquatic plant bryophyte chemical properties",apl_domainLabChemistry_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20063.001,"Aquatic plant bryophyte chemical properties",apl_plantExternalLabDataPerSample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20063.001,"Aquatic plant bryophyte chemical properties",asi_externalLabPOMSummaryData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10067.001,"Root sampling tower plots, Level 0",bbc_percore_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10067.001,"Root sampling tower plots, Level 0",bbc_rootmass_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10067.001,"Root sampling tower plots, Level 0",bbc_chemistryPooling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10067.001,"Root sampling tower plots, Level 0",bbc_dilution_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10067.001,"Root sampling tower plots",bbc_percore_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10067.001,"Root sampling tower plots",bbc_rootmass_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10067.001,"Root sampling tower plots",bbc_dilution_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10067.001,"Root sampling tower plots",bbc_chemistryPooling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10017.001,"Digital hemispheric photos of plot vegetation, Level 0",dhp_perplot_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10017.001,"Digital hemispheric photos of plot vegetation, Level 0",dhp_perimagefile_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10017.001,"Digital hemispheric photos of plot vegetation",dhp_perplot_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10017.001,"Digital hemispheric photos of plot vegetation",dhp_perimagefile_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00097.001,"Soil chemical properties (megapit)",mgc_permegapit_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00097.001,"Soil chemical properties (megapit)",mgc_perhorizon_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00097.001,"Soil chemical properties (megapit)",mgc_perbiogeosample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00097.001,"Soil chemical properties (megapit)",mgc_perarchivesample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00096.001,"Soil physical properties (megapit)",mgp_permegapit_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00096.001,"Soil physical properties (megapit)",mgp_perhorizon_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00096.001,"Soil physical properties (megapit)",mgp_perbulksample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00096.001,"Soil physical properties (megapit)",mgp_perbiogeosample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00096.001,"Soil physical properties (megapit)",mgp_perarchivesample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00096.001,"Soil properties (megapit)",mgp_permegapit_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00096.001,"Soil properties (megapit)",mgp_perhorizon_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00096.001,"Soil properties (megapit)",mgp_perbulksample_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00096.001,"Soil properties (megapit)",mgp_perbiogeosample_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00096.001,"Soil properties (megapit)",mgp_perarchivesample_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10066.001,"Root sampling (megapit), Level 0",mpr_perpitprofile_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10066.001,"Root sampling (megapit), Level 0",mpr_perdepthincrement_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10066.001,"Root sampling (megapit), Level 0",mpr_perrootsample_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10066.001,"Root sampling (megapit)",mpr_perpitprofile_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10066.001,"Root sampling (megapit)",mpr_perdepthincrement_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10066.001,"Root sampling (megapit)",mpr_perrootsample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10086.001,"Soil physical properties, distributed periodic, Level 0",sls_soilCoreCollection_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10086.001,"Soil physical properties, distributed periodic, Level 0",sls_soilpH_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10086.001,"Soil physical properties, distributed periodic, Level 0",sls_soilMoisture_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10086.001,"Soil physical properties, distributed periodic, Level 0",sls_bgcSubsampling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10086.001,"Soil physical properties, distributed periodic, Level 0",sls_metagenomicsPooling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10086.001,"Soil physical properties (distributed periodic)",sls_soilCoreCollection_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10086.001,"Soil physical properties (distributed periodic)",sls_soilpH_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10086.001,"Soil physical properties (distributed periodic)",sls_soilMoisture_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10086.001,"Soil physical properties (distributed periodic)",sls_bgcSubsampling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10086.001,"Soil physical properties (distributed periodic)",sls_metagenomicsPooling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20093.001,"Chemical properties of surface water, Level 0",swc_fieldData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20093.001,"Chemical properties of surface water, Level 0",swc_domainLabData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20286.001,"Water Chemistry External Lab Data",wc_externalLabData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20287.001,"Water Chemistry External Lab Summary Data",wc_externalLabSummaryData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00013.001,"Wet deposition chemical analysis",wdp_collection_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00013.001,"Wet deposition chemical analysis",wdp_collectionChem_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00013.001,"Wet deposition chemical analysis",wdp_chemLab_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00019.001,"Wet deposition chemical analysis from lab, Level 0",wdp_chemLab_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00018.001,"Wet deposition from field operations Level 0",wdp_collection_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00018.001,"Wet deposition from field operations Level 0",wdp_collectionChem_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00018.001,"Wet deposition from field operations Level 0",wdp_collectionIso_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.00018.001,"Wet deposition from field operations Level 0",wdp_collectionIsoTest_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00038.001,"Stable isotope concentrations in precipitation",wdi_collection_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00038.001,"Stable isotope concentrations in precipitation",wdi_collectionIso_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00038.001,"Stable isotope concentrations in precipitation",wdi_collectionIsoTest_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00038.001,"Stable isotope concentrations in precipitation",wdi_isoPerSample_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.00038.001,"Stable isotope concentrations in precipitation",asi_externalLabSummaryData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20166.001,"Periphyton, seston, and phytoplankton collection",alg_fieldData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20166.001,"Periphyton, seston, and phytoplankton collection",alg_biomass_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20166.001,"Periphyton, seston, and phytoplankton collection",alg_taxonomyRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20166.001,"Periphyton, seston, and phytoplankton collection",alg_taxonomyProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20166.001,"Periphyton, seston, and phytoplankton collection",alg_biovolumes_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20066.001,"Aquatic plant bryophyte macroalgae clip harvest, Level 0",apl_clipHarvest_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20066.001,"Aquatic plant bryophyte macroalgae clip harvest, Level 0",apl_domainLab_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20066.001,"Aquatic plant bryophyte macroalgae clip harvest",apl_clipHarvest_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20066.001,"Aquatic plant bryophyte macroalgae clip harvest",apl_biomass_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20066.001,"Aquatic plant bryophyte macroalgae clip harvest",apl_taxonomyRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20066.001,"Aquatic plant bryophyte macroalgae clip harvest",apl_taxonomyProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20066.001,"Aquatic plant bryophyte macroalgae clip harvest",apc_morphospecies_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20072.001,"Point counts of aquatic plants, bryophytes, lichens, and macroalgae from transects in wadeable streams, Level 0",apc_pointTransect_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20072.001,"Point counts of aquatic plants, bryophytes, lichens, and macroalgae from transects in wadeable streams, Level 0",apc_perTaxon_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20072.001,"Point counts of aquatic plants, bryophytes, lichens, and macroalgae from transects in wadeable streams, Level 0",apc_voucher_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20072.001,"Point counts of aquatic plants, bryophytes, lichens, and macroalgae from transects in wadeable streams, Level 0",apc_morphospecies_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_pointTransect_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_perTaxon_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_taxonomyRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_taxonomyProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_voucher_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_morphospecies_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_voucherTaxonomyRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20072.001,"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",apc_voucherTaxonomyProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20138.001,"Surface water microbe cell count",amc_fieldSuperParent_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20138.001,"Surface water microbe cell count",amc_fieldCellCounts_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20138.001,"Surface water microbe cell count",amc_cellCounts_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20138.001,"Surface water microbe cell count",amc_cellCountLabSummary_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10003.001,"Ground beetles sampled from pitfall traps, Level 0",bet_fielddata_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10003.001,"Ground beetles sampled from pitfall traps, Level 0",bet_sorting_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10003.001,"Ground beetles sampled from pitfall traps, Level 0",bet_IDandpinning_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10003.001,"Ground beetles sampled from pitfall traps, Level 0",bet_archivepooling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10003.001,"Ground beetles sampled from pitfall traps, Level 0",bet_expertTaxonomistID_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_fielddata_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_sorting_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_parataxonomistID_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_archivepooling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_expertTaxonomistIDProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10022.001,"Ground beetles sampled from pitfall traps",bet_expertTaxonomistIDRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10006.001,"Breeding landbird point counts, Level 0",brd_personnel_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10006.001,"Breeding landbird point counts, Level 0",brd_references_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10006.001,"Breeding landbird point counts, Level 0",brd_perpoint_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10006.001,"Breeding landbird point counts, Level 0",brd_countdata_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10003.001,"Breeding landbird point counts",brd_personnel_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10003.001,"Breeding landbird point counts",brd_references_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10003.001,"Breeding landbird point counts",brd_perpoint_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10003.001,"Breeding landbird point counts",brd_countdata_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10010.001,"Coarse downed wood log survey, Level 0",cdw_fieldtally_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10010.001,"Coarse downed wood log survey",cdw_fieldtally_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10005.001,"Herbaceous clip harvest, Level 0",hbp_perbout_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10005.001,"Herbaceous clip harvest, Level 0",hbp_massdata_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10023.001,"Herbaceous clip harvest",hbp_perbout_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10023.001,"Herbaceous clip harvest",hbp_massdata_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_trapping_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_sorting_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_identification_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_barcoding_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_pathogenpooling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_archivepooling_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10043.001,"Mosquitoes, Level 0",mos_pathogenresults_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_trapping_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_sorting_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_expertTaxonomistIDProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_expertTaxonomistIDRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_archivepooling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10043.001,"Mosquitoes sampled from CO2 traps",mos_barcoding_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10041.001,"Mosquito-borne pathogen status",mos_pathogenpooling_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10041.001,"Mosquito-borne pathogen status",mos_pathogenresults_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10002.001,"Plant phenology observations, Level 0",phe_perindividual_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10002.001,"Plant phenology observations, Level 0",phe_statusintensity_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10002.001,"Plant phenology observations, Level 0",phe_perindividualperyear_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10055.001,"Plant phenology observations",phe_perindividual_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10055.001,"Plant phenology observations",phe_perindividualperyear_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10055.001,"Plant phenology observations",phe_statusintensity_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20275.001,"Riparian composition and structure",rip_assessment_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20275.001,"Riparian composition and structure, Level 0",rip_fieldDataBank_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20275.001,"Riparian composition and structure, Level 0",rip_percentCanopyCover_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20191.001,"Riparian vegetation % cover",rip_percentComposition_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10064.001,"Rodent-borne pathogen status, Level 0",rpt_bloodtesting_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10064.001,"Rodent-borne pathogen status",rpt_bloodtesting_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20254.001,"Depth profile at specific depths",dep_profileHeader_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20254.001,"Depth profile at specific depths",dep_profileData_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20254.001,"Depth profile at specific depths, Level 0",dep_profileHeader_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20254.001,"Depth profile at specific depths, Level 0",dep_profileData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20252.001,"Secchi depth, Level 0",dep_secchi_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.20252.001,"Secchi depth",dep_secchi_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10001.001,"Small mammal box trapping, Level 0",mam_pertrapnight_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10001.001,"Small mammal box trapping, Level 0",mam_perplotnight_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10093.001,"Ticks and tick pathogens, Level 0",tck_collection_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10093.001,"Ticks and tick pathogens, Level 0",tck_identification_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10093.001,"Ticks and tick pathogens, Level 0",tck_archiving_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10093.001,"Ticks and tick pathogens, Level 0",tck_pathogenresults_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10093.001,"Ticks and tick pathogens, Level 0",tck_pathogenqa_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10093.001,"Ticks sampled using drag cloths",tck_fielddata_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10093.001,"Ticks sampled using drag cloths",tck_taxonomyRaw_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10093.001,"Ticks sampled using drag cloths",tck_taxonomyProcessed_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10092.001,"Tick-borne pathogen status",tck_pathogen_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10092.001,"Tick-borne pathogen status",tck_pathogenqa_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10045.001,"Non-herbaceous perennial vegetation structure",vst_perplotperyear_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10045.001,"Non-herbaceous perennial vegetation structure",nst_perindividual_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10098.001,"Vegetation Structure, Level 0",vst_perplotperyear_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10098.001,"Vegetation Structure, Level 0",vst_mappingandtagging_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10098.001,"Vegetation Structure, Level 0",vst_apparentindividual_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10098.001,"Vegetation Structure, Level 0",vst_non-woody_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10098.001,"Vegetation Structure, Level 0",vst_shrubgroup_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10098.001,"Woody plant vegetation structure",vst_mappingandtagging_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10098.001,"Woody plant vegetation structure",vst_perplotperyear_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10098.001,"Woody plant vegetation structure",vst_apparentindividual_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10098.001,"Woody plant vegetation structure",vst_shrubgroup_pub
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20219.001,"Zooplankton collection, Level 0",zoo_fieldData_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20219.001,"Zooplankton collection, Level 0",zoo_perTaxon_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.20219.001,"Zooplankton collection, Level 0",zoo_perVial_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP0.10107.001,"Microbial metagenome sequences, Level 0",mms_metagenomeSequencing_in
1,uid,"Unique ID within NEON database; an identifier for the record",NA,string,DP1.10107.001,"Soil microbe metagenome sequences",mms_metagenomeDnaExtraction_pub
